Tool,Category,Patch,GitHubLink,ChangeType,CodeLine,RequireType
sguardplus,unchecked_low_level_calls,lotto,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/unchecked_low_level_calls/lotto/lotto.diff,modified,require(__sent_result100);,invariant
sguardplus,unchecked_low_level_calls,lotto,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/unchecked_low_level_calls/lotto/lotto.diff,added,require(payedOut);,invariant
sguardplus,unchecked_low_level_calls,lotto,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/unchecked_low_level_calls/lotto/lotto.diff,added,require(__sent_result101);,invariant
sguardplus,unchecked_low_level_calls,0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/unchecked_low_level_calls/0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77/0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77.diff,added,require(__sent_result100);,invariant
sguardplus,unchecked_low_level_calls,0xec329ffc97d75fe03428ae155fc7793431487f63,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/unchecked_low_level_calls/0xec329ffc97d75fe03428ae155fc7793431487f63/0xec329ffc97d75fe03428ae155fc7793431487f63.diff,added,require(__sent_result100);,invariant
sguardplus,unchecked_low_level_calls,0x5aa88d2901c68fda244f1d0584400368d2c8e739,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/unchecked_low_level_calls/0x5aa88d2901c68fda244f1d0584400368d2c8e739/0x5aa88d2901c68fda244f1d0584400368d2c8e739.diff,modified,require(msg.sender==Owner);,invariant
sguardplus,unchecked_low_level_calls,0x5aa88d2901c68fda244f1d0584400368d2c8e739,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/unchecked_low_level_calls/0x5aa88d2901c68fda244f1d0584400368d2c8e739/0x5aa88d2901c68fda244f1d0584400368d2c8e739.diff,modified,require(msg.sender==Owner);,invariant
sguardplus,unchecked_low_level_calls,0x5aa88d2901c68fda244f1d0584400368d2c8e739,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/unchecked_low_level_calls/0x5aa88d2901c68fda244f1d0584400368d2c8e739/0x5aa88d2901c68fda244f1d0584400368d2c8e739.diff,added,require(__sent_result100);,invariant
sguardplus,unchecked_low_level_calls,0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/unchecked_low_level_calls/0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6/0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.diff,modified,require(msg.sender==owner);,invariant
sguardplus,unchecked_low_level_calls,0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/unchecked_low_level_calls/0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6/0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.diff,modified,require(msg.sender==owner);,invariant
sguardplus,unchecked_low_level_calls,0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/unchecked_low_level_calls/0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6/0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.diff,modified,require(_newExtra!=address(0));,invariant
sguardplus,unchecked_low_level_calls,0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/unchecked_low_level_calls/0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6/0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.diff,modified,require(msg.sender==owner);,invariant
sguardplus,unchecked_low_level_calls,0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/unchecked_low_level_calls/0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6/0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.diff,modified,require(__sent_result100);,invariant
sguardplus,unchecked_low_level_calls,0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/unchecked_low_level_calls/0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6/0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.diff,added,require(__sent_result101);,invariant
sguardplus,unchecked_low_level_calls,0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/unchecked_low_level_calls/0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6/0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.diff,added,require(__sent_result102);,invariant
sguardplus,unchecked_low_level_calls,0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/unchecked_low_level_calls/0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6/0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.diff,added,require(__sent_result103);,invariant
sguardplus,unchecked_low_level_calls,0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/unchecked_low_level_calls/0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6/0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.diff,added,require(__sent_result105);,invariant
sguardplus,unchecked_low_level_calls,0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/unchecked_low_level_calls/0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6/0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.diff,added,require(msg.sender==master[0]);,invariant
sguardplus,unchecked_low_level_calls,0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/unchecked_low_level_calls/0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e/0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e.diff,modified,require(msg.sender==Owner);,invariant
sguardplus,unchecked_low_level_calls,0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/unchecked_low_level_calls/0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e/0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e.diff,modified,require(msg.sender==Owner);,invariant
sguardplus,unchecked_low_level_calls,0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/unchecked_low_level_calls/0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e/0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e.diff,added,require(__sent_result100);,invariant
sguardplus,unchecked_low_level_calls,0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/unchecked_low_level_calls/0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4/0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4.diff,modified,require(msg.sender==Owner);,invariant
sguardplus,unchecked_low_level_calls,0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/unchecked_low_level_calls/0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4/0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4.diff,modified,require(msg.sender==Owner);,invariant
sguardplus,unchecked_low_level_calls,0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/unchecked_low_level_calls/0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4/0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4.diff,added,require(__sent_result100);,invariant
sguardplus,unchecked_low_level_calls,0x52d2e0f9b01101a59b38a3d05c80b7618aeed984,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/unchecked_low_level_calls/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.diff,added,require(__sent_result100);,invariant
sguardplus,unchecked_low_level_calls,0x52d2e0f9b01101a59b38a3d05c80b7618aeed984,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/unchecked_low_level_calls/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.diff,added,require(__sent_result102);,invariant
sguardplus,unchecked_low_level_calls,0xb37f18af15bafb869a065b61fc83cfc44ed9cc27,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/unchecked_low_level_calls/0xb37f18af15bafb869a065b61fc83cfc44ed9cc27/0xb37f18af15bafb869a065b61fc83cfc44ed9cc27.diff,modified,require(msg.sender==owner);,invariant
sguardplus,unchecked_low_level_calls,0xb37f18af15bafb869a065b61fc83cfc44ed9cc27,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/unchecked_low_level_calls/0xb37f18af15bafb869a065b61fc83cfc44ed9cc27/0xb37f18af15bafb869a065b61fc83cfc44ed9cc27.diff,added,require(__sent_result100);,invariant
sguardplus,denial_of_service,list_dos,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/denial_of_service/list_dos/list_dos.diff,added,require(__sent_result107);,invariant
sguardplus,denial_of_service,list_dos,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/denial_of_service/list_dos/list_dos.diff,added,require(__sent_result108);,invariant
sguardplus,denial_of_service,list_dos,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/denial_of_service/list_dos/list_dos.diff,added,require(__sent_result109);,invariant
sguardplus,denial_of_service,list_dos,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/denial_of_service/list_dos/list_dos.diff,added,require(__sent_result114);,invariant
sguardplus,denial_of_service,list_dos,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/denial_of_service/list_dos/list_dos.diff,added,require(__sent_result117);,invariant
sguardplus,denial_of_service,list_dos,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/denial_of_service/list_dos/list_dos.diff,added,require(__sent_result118);,invariant
sguardplus,denial_of_service,list_dos,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/denial_of_service/list_dos/list_dos.diff,added,require(__sent_result119);,invariant
sguardplus,front_running,odds_and_evens,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/front_running/odds_and_evens/odds_and_evens.diff,added,require(__sent_result102);,invariant
sguardplus,front_running,odds_and_evens,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/front_running/odds_and_evens/odds_and_evens.diff,added,require(__sent_result103);,invariant
sguardplus,front_running,odds_and_evens,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/front_running/odds_and_evens/odds_and_evens.diff,added,require(res);,invariant
sguardplus,access_control,rubixi,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/access_control/rubixi/rubixi.diff,added,require(__sent_result101);,invariant
sguardplus,access_control,rubixi,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/access_control/rubixi/rubixi.diff,added,require(__sent_result102);,invariant
sguardplus,access_control,rubixi,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/access_control/rubixi/rubixi.diff,added,require(__sent_result103);,invariant
sguardplus,access_control,rubixi,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/access_control/rubixi/rubixi.diff,added,require(__sent_result104);,invariant
sguardplus,access_control,wallet_04_confused_sign,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/access_control/wallet_04_confused_sign/wallet_04_confused_sign.diff,modified,require(amount>=balances[msg.sender]);,invariant
sguardplus,access_control,wallet_04_confused_sign,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/access_control/wallet_04_confused_sign/wallet_04_confused_sign.diff,modified,require(creator==msg.sender);,invariant
sguardplus,access_control,wallet_02_refund_nosub,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/access_control/wallet_02_refund_nosub/wallet_02_refund_nosub.diff,modified,require(amount<=balances[msg.sender]);,invariant
sguardplus,access_control,wallet_02_refund_nosub,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/access_control/wallet_02_refund_nosub/wallet_02_refund_nosub.diff,modified,require(creator==msg.sender);,invariant
sguardplus,access_control,mapping_write,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/access_control/mapping_write/mapping_write.diff,modified,require(msg.sender==owner);,invariant
sguardplus,access_control,simple_suicide,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/access_control/simple_suicide/simple_suicide.diff,added,require(msg.sender == __owner);,modifier
sguardplus,access_control,wallet_03_wrong_constructor,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/access_control/wallet_03_wrong_constructor/wallet_03_wrong_constructor.diff,modified,require(amount<=balances[msg.sender]);,invariant
sguardplus,access_control,wallet_03_wrong_constructor,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/access_control/wallet_03_wrong_constructor/wallet_03_wrong_constructor.diff,modified,require(creator==msg.sender);,invariant
sguardplus,access_control,phishable,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/access_control/phishable/phishable.diff,modified,require(msg.sender==owner);,invariant
sguardplus,access_control,mycontract,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/access_control/mycontract/mycontract.diff,modified,require(msg.sender==owner);,invariant
sguardplus,arithmetic,token,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/arithmetic/token/token.diff,modified,"require(sub_uint(balances[msg.sender], _value)>=0);",invariant
sguardplus,arithmetic,timelock,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/arithmetic/timelock/timelock.diff,modified,require(balances[msg.sender]>0);,invariant
sguardplus,arithmetic,timelock,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/arithmetic/timelock/timelock.diff,modified,require(now>lockTime[msg.sender]);,runtime check
sguardplus,arithmetic,insecure_transfer,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/arithmetic/insecure_transfer/insecure_transfer.diff,modified,require(balanceOf[msg.sender]>=_value);,invariant
sguardplus,arithmetic,tokensalechallenge,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/arithmetic/tokensalechallenge/tokensalechallenge.diff,modified,require(msg.value==1 ether);,invariant
sguardplus,arithmetic,tokensalechallenge,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/arithmetic/tokensalechallenge/tokensalechallenge.diff,modified,"require(msg.value==mul_uint256(numTokens, PRICE_PER_TOKEN));",invariant
sguardplus,arithmetic,tokensalechallenge,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/arithmetic/tokensalechallenge/tokensalechallenge.diff,modified,require(balanceOf[msg.sender]>=numTokens);,invariant
sguardplus,time_manipulation,governmental_survey,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/time_manipulation/governmental_survey/governmental_survey.diff,added,require(__sent_result100);,invariant
sguardplus,time_manipulation,governmental_survey,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/time_manipulation/governmental_survey/governmental_survey.diff,added,require(__sent_result101);,invariant
sguardplus,time_manipulation,lottopollo,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/time_manipulation/lottopollo/lottopollo.diff,added,require(__sent_result102);,invariant
sguardplus,time_manipulation,lottopollo,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuardPlus/time_manipulation/lottopollo/lottopollo.diff,added,require(__sent_result104);,invariant
sguard,bad_randomness,lucky_doubler,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/bad_randomness/lucky_doubler/lucky_doubler.diff,added,require(!locked_);,modifier
sguard,reentrancy,reentrancy_cross_function,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/reentrancy_cross_function/reentrancy_cross_function.diff,added,require(!locked_);,modifier
sguard,reentrancy,0x93c32845fae42c83a70e5f06214c8433665c2ab5,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/0x93c32845fae42c83a70e5f06214c8433665c2ab5/0x93c32845fae42c83a70e5f06214c8433665c2ab5.diff,added,require(!locked_);,modifier
sguard,reentrancy,reentrance,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/reentrance/reentrance.diff,added,require(!locked_);,modifier
sguard,reentrancy,reentrancy_bonus,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/reentrancy_bonus/reentrancy_bonus.diff,added,require(!locked_);,modifier
sguard,reentrancy,reentrancy_dao,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/reentrancy_dao/reentrancy_dao.diff,added,require(!locked_);,modifier
sguard,reentrancy,0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.diff,added,require(!locked_);,modifier
sguard,reentrancy,reentrancy_insecure,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/reentrancy_insecure/reentrancy_insecure.diff,added,require(!locked_);,modifier
sguard,reentrancy,0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.diff,added,require(!locked_);,modifier
sguard,reentrancy,0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.diff,added,require(!locked_);,modifier
sguard,reentrancy,0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.diff,added,require(!locked_);,modifier
sguard,reentrancy,simple_dao,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/simple_dao/simple_dao.diff,added,require(!locked_);,modifier
sguard,reentrancy,0x561eac93c92360949ab1f1403323e6db345cbf31,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/0x561eac93c92360949ab1f1403323e6db345cbf31/0x561eac93c92360949ab1f1403323e6db345cbf31.diff,added,require(!locked_);,modifier
sguard,reentrancy,etherstore,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/etherstore/etherstore.diff,added,require(!locked_);,modifier
sguard,reentrancy,etherstore,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/etherstore/etherstore.diff,modified,"require(now >= add_uint256(lastWithdrawTime[msg.sender], 1 weeks));",runtime check
sguard,reentrancy,0x7541b76cb60f4c60af330c208b0623b7f54bf615,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/0x7541b76cb60f4c60af330c208b0623b7f54bf615/0x7541b76cb60f4c60af330c208b0623b7f54bf615.diff,added,require(!locked_);,modifier
sguard,reentrancy,reentrancy_simple,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/reentrancy_simple/reentrancy_simple.diff,added,require(!locked_);,modifier
sguard,reentrancy,0x941d225236464a25eb18076df7da6a91d0f95e9e,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/0x941d225236464a25eb18076df7da6a91d0f95e9e/0x941d225236464a25eb18076df7da6a91d0f95e9e.diff,added,require(!locked_);,modifier
sguard,reentrancy,0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e/0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e.diff,added,require(!locked_);,modifier
sguard,reentrancy,0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f/0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f.diff,added,require(!locked_);,modifier
sguard,reentrancy,0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.diff,added,require(!locked_);,modifier
sguard,reentrancy,spank_chain_payment,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/spank_chain_payment/spank_chain_payment.diff,added,require(!locked_);,modifier
sguard,reentrancy,0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.diff,added,require(!locked_);,modifier
sguard,reentrancy,0xcead721ef5b11f1a7b530171aab69b16c5e66b6e,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.diff,added,require(!locked_);,modifier
sguard,reentrancy,0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3/0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3.diff,added,require(!locked_);,modifier
sguard,reentrancy,0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4/0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4.diff,added,require(!locked_);,modifier
sguard,reentrancy,0x7a8721a9d64c74da899424c1b52acbf58ddc9782,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.diff,added,require(!locked_);,modifier
sguard,reentrancy,0x7a8721a9d64c74da899424c1b52acbf58ddc9782,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782/0x7a8721a9d64c74da899424c1b52acbf58ddc9782.diff,modified,require(msg.sender == owner);,modifier
sguard,reentrancy,0xf015c35649c82f5467c9c74b7f28ee67665aad68,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/0xf015c35649c82f5467c9c74b7f28ee67665aad68/0xf015c35649c82f5467c9c74b7f28ee67665aad68.diff,added,require(!locked_);,modifier
sguard,reentrancy,etherbank,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/etherbank/etherbank.diff,added,require(!locked_);,modifier
sguard,reentrancy,0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.diff,added,require(!locked_);,modifier
sguard,reentrancy,0x8c7777c45481dba411450c228cb692ac3d550344,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/0x8c7777c45481dba411450c228cb692ac3d550344/0x8c7777c45481dba411450c228cb692ac3d550344.diff,added,require(!locked_);,modifier
sguard,reentrancy,modifier_reentrancy,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/modifier_reentrancy/modifier_reentrancy.diff,added,require(!locked_);,modifier
sguard,reentrancy,0x4e73b32ed6c35f570686b89848e5f39f20ecc106,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/reentrancy/0x4e73b32ed6c35f570686b89848e5f39f20ecc106/0x4e73b32ed6c35f570686b89848e5f39f20ecc106.diff,added,require(!locked_);,modifier
sguard,unchecked_low_level_calls,0x9d06cbafa865037a01d322d3f4222fa3e04e5488,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0x9d06cbafa865037a01d322d3f4222fa3e04e5488/0x9d06cbafa865037a01d322d3f4222fa3e04e5488.diff,added,require(active > 0);,invariant
sguard,unchecked_low_level_calls,0x9d06cbafa865037a01d322d3f4222fa3e04e5488,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/0x9d06cbafa865037a01d322d3f4222fa3e04e5488/0x9d06cbafa865037a01d322d3f4222fa3e04e5488.diff,added,require(msg.value >= token_price);,invariant
sguard,unchecked_low_level_calls,etherpot_lotto,https://github.com/ASSERT-KTH/RepairComp/blob/main/results/smartbugs/sGuard/unchecked_low_level_calls/etherpot_lotto/etherpot_lotto.diff,added,require(!locked_);,modifier
